id	review
"8080_7"	"For a made for TV movie I thought that it was a great popcorn movie - don't expect anything to be very accurate and don't expect any award winners in this bunch but I do recommend this for a TV type version somewhat like \"The Replacements\". Look for cameos from real NFL players & officials."
"7434_10"	"I still can't believe that computer graphics are able to create 3D images. The moment I heard it from my friends over at a forum, I swear to myself that I am going to make myself watch it.<br /><br />I managed to watch parts of it at a fellow shopping centre where they had many Advent Children DVDs and showed it at a few laptops for sale. Obviously I was overjoyed but it was still not enough. Then I headed off to YouTube.com to search for the movie. All I came up with was music video dedications. Until that fateful day...I found it. I watched it despite all the distractions because I knew that I have to watch or else I will be called a loser.<br /><br />Enough about me more on the movie. As if Final Fantasy VII wasn't enough, they made a movie about it! My most favourite part was the end of Sephiroth's life. Cloud's OmniSlash couldn't be better. But I wouldn't entirely spoil the show for you. You have to watch it for yourself!!! Get the DVD now!"
"1772_1"	"This was a crappy, miserably acted movie based on sublimated male fantasies. A shame that it was based in Texas, an otherwise excellent state. I would recommend this movie to no-one, and wish that it had never entered my consciousness as I am now so irritated that I wasted my brain cells even paying the slightest attention to it."
"2690_9"	"I guess my husband and I are a little slow. We don't usually warm up to a series until they are almost at the end of their production life. In this case, we didn't start watching KoQs until almost the 6th season. I'm not sure how it escaped our radar for so long. Other than the fact that we are not big fans of \"appointment\" TV viewing. Our schedules our such that we don't like to commit to watching series every time they come on (and we didn't have a DVR yet). So I guess it wasn't until TBS starting running reruns on their daily lineup in the evenings that we started watching consistently.<br /><br />By the time we got hooked, there were only a couple more season's left before the series was canceled. But we still watch it almost daily on TBS. I almost prefer to see series this way, because you can watch multiple episodes day after day and it helps to build continuity and what's going on with the characters without having to wait a whole week.<br /><br />But the episodes stand alone in the since that the stories don't carry over from week to week. But that is fine with me, because you can watch an episode, then miss weeks - and still pick back up.<br /><br />My only criticism is the writing wasn't always consistent. Some episodes would be outrageously hilarious, and then some would only be mildly funny. So, I'm not sure it had the quality of writers that Seinfeld or Raymond had. But I loved the casting and the characters are all quite believable and realistic. Kevin James is just plain funny to look at! So even if the plot isn't that great, James body language and expressions make the show worth watching. Leah Remini is great as the \"play-it-straight\" wife. I think its harder to play the straight character for laughs, than the comedic character, and she does a great job. She has a knack at sarcasm and insults like no one else. She is one tough cookie! And who can forget Arthur as Carrie's dad, who lives with them in their basement. <br /><br />This a great series and I was sorry when it cancelled. But a big thanks to TBS for keeping the King alive in reruns!"
"7133_9"	"I'm new to gaming, but I would have started MUCH sooner if this film had been around! I caught it at Gen Con last year (a trip made only as a favor to my husband) and LOVED it! Even to a non-gamer like I was at the time, it's funny and accessible--so much so that I finally relented and started sitting in on my husband's gaming group.<br /><br />I don't want to give away any plot details, but if you're a gamer, you NEED to see this film--and if you're not, you're going to have a great time despite yourself. There are certainly \"in\" jokes, but the vast majority of the film is accessible to anyone.<br /><br />My only complaints: wish it were longer and wish it were available on DVD. Soon, perhaps?..."
"9947_9"	"OK, I admit it, I'm 40 and still shed a tear every time I watch Johnny calling back his Robot at the end.<br /><br />\"Robot, now stop! Don't do it, stop the attack...Robot, what are you doing, Robot... Robot, where are you goingRobot, come back! Robot...Robot please! Don't do it, you'll die... Robot... Robot, please comeback! I need you hereGiant Robot... Robot! Giant Robot\" -Johnny Sokko, The Last of Emperor Guillotine<br /><br />Of all the Tokusatsu thats out there, Giant robot has a special place in my heart and will always be there. I credit it with getting me into everything sci-fi and anime when i was a kid. <br /><br />LIVE ON GR!"
"11865_1"	"It seems that all companies that are enjoy with the taxes taken by Romania for picture,grant the image that disappear since 1994 .They are hardly try to get the oldest car the had founded, but they never take pictures of the Lamorghini,Ferrari,Aston Martin and all new Mercedes that are more the you can find in some important countries.<br /><br />A second problem is that they filmed in some neighborhoods in Bucharest where they had the possibility of clear the streets and put garbages on dressing people with i don't know maybe '90 clothes a making them seem so stupid that you will realize the script was maybe a second hand bought from ebay or worth.<br /><br />I wist for future to keep making movies in US and to make good money there than to give us a little bit and shame our country.I have no reason to believe that someone will understand the message(beyond my English---:sorry)"
"6346_10"	"I've seen Lonesome Dove, Dead Man's Walk, and The Streets of Laredo, and now The Return to Lonesome Dove. If you are hungry for more after watching Lonesome Dove, this'll fill yer belly. Great cast, great story. Most definitely a close second to Lonesome Dove. I will be purchasing this movie to add to my collection. This is the best, or at least my favorite performance by Jon Voight. He is Captain Call. Lou Gossett Jr. playing Isom Pickett is not somebody I'd mess with, he is a bad ass with perspective. William Peterson does a great job as well. Rick Schroder is back as Newt with an angst filled performance that reminds me of his stint on NYPD Blue. My only problem with this film (and it's really picking nits) is that I had the impression that Call wanted to be \"the first man to graze cattle in Montana\", and it's obvious that Dunnigan had already been there a while. A little inconsistent, but easily overlooked as you lose yourself in the fantastic tale. I especially love the apparent character growth of Jasper Fant and July Johnson. I've watched this movie several times and am ready for another sequel."
"2945_3"	"TWINS EFFECT is a poor film in so many respects. The only good element is that it doesn't take itself seriously. Other than that, this is not really a movie, but rather a merchandising tool for the film's two stars, popular pop idols in their native Hong Kong.<br /><br />The film itself is poorly constructed and acted. The direction offers up some silly martial arts, which is odd since the action director (and supposedly co-director) is Donnie Yen. Like many Hong Kong films geared for the teen audience, the major fanbase of \"actors\" like the Twins (the two girls who stars in this film) and Ekin Cheng, there is so much bad music to prod the audience into believing certain scenes are funny, clever, etc.<br /><br />The final conclusion: It's all for naught. Even as a fan of Hong Kong movies, this is a poor film. Not funny enough, not serious enough, and just generally too bubble gum fake for its own good.<br /><br />3 out of 10.<br /><br />(Go to http://www.nixflix.com for a more in-depth review of this movie and other foreign films)"
"3625_8"	"If you've never experienced the thing that is Zasu Pitts, here is a Zasu zinger! In 1933 Mae Questel caricatured Pitt's voice for the character Olive Oyl for the Fleischer Studios animated cartoon version of the comic strip Popeye. Zasu (pronounced Zay-Sue) does her best \"Olive Oyl\" impersonation walking around whining and ringing her hands or attaching herself to the policeman's laynard. I kept waiting for her to say \"ohhh myyyy\", but instead it's \"something always happens to somebody.\" The first time I saw this film I loved Zasu and found her character really funny. I've since seen her in other films where she does this same whining, uptight, fragile-flower routine. So, upon watching this film again I started getting a little annoyed with the constant whining and near hysteria over a piece of dust. But, there are some funny comedy bits here, and it's also a mystery movie as well. It's an interesting mix of mystery and comedy that actually works. The mystery plot holds together well through the camp of Zasu Pitts and James Gleason who plays Arthur Crimmer the policeman. The haunted House is fun with many a secret passage and even a skeleton in the attic! Well worth the watch. Read more public domain movie reviews at: http://pdmoviereview.blogspot.com/"
"694_4"	"Why do the powers that be continue to cast Jennifer Lopez in unbelievable roles? She was excellent in Selena, and pretty good in Money Train, which both cast her in roles where she could basically be herself. However, roles like this just draw the line. I could never see Lopez as an FBI agent (see Out of Sight for that unremarkable performance), but as a psychotherapist? Give me a break!<br /><br />Basically, Lopez plays the aforementioned psychotherapist, who is involved in virtual reality experiments in which she enters the minds of her patients in order to help them sort out their issues. When she enters the mind of a comatose serial killer to help save one of his victims, she breaks all the rules to try and crack the insanity of his inner mind.<br /><br />Lopez's acting here is typically below average. I can't get over that high-pitched squeak of a voice she has. She's no Julia Roberts, but yet she comes across on screen as though she believes herself to be on the same playing field. Well, she's not even in the same stadium. Sure, she is a very sexy lady; however, that isn't going to carry a film, and it certainly doesn't carry this one. With anybody else cast in her role for this film it would have been excellent, especially if it was cast with someone who could lend more credibility to the character.<br /><br />Having said all that, this film is visually stunning. The colors are fabulous, and the story line isn't half bad in a B-movie kind of way. The audio here is superb as well. This movie gains some points for the fairly original storyline, and major points for how it looks and sounds. Unfortunately, the acting and poor casting bring it down a few notches.<br /><br />My Rating: 6/10"
"6795_10"	"After my 6 year old daughter began taking riding lessons I started looking for horse movies for her. I had always heard of National Velvet but had never seen it. Boy am I glad I bought it! It's become a favorite of mine, my 6 year old AND my 2 year old. It's a shame movies like this aren't made anymore."
"9353_4"	"I saw this movie in 1956 and again on Cable a few days ago. The movie hasn't improved with age. Quite the opposite. It's a true spaghetti epic.<br /><br />The Trojans are heroic and likable; the Greeks are nasty, petty and sneaky.<br /><br />So what if Paris ran off with the King's wife? Hey...love is love."
"12345_10"	"This is my favorite horror film, a close 2nd to 'Poltergeist'. I saw 'One Dark Night' when it first came out in theaters in 1983 at the theater where I worked.<br /><br />I was born in 1963, so I have a certain love for '80's horror films, despite them being a little dated and the dialog not well written. What I thought was so original about it was that the phenomenon of 'psychic vampirism' has not been addressed (at least, to my knowledge at that time) and is a very real phenomenon.<br /><br />I didn't care if Adam West was in it (nothing against him, but his supporting role was not memorable), but thought Meg Tilly was good casting. The little-known Donald Hutton (from 'Brainstorm' and 'Invaders From Mars') as an ambiguous scientist who oversaw studies on Ramar's abilities was sadly overlooked. As a gay guy, I was paying more attention to David Mason Daniels, Meg Tilly's unfortunate but gorgeous boyfriend. He's selling real estate in Texas now. <br /><br />I felt the film 'realistic' in two ways: Raymar, who was discovered to have murdered 6 girls in his surreal apartment, had a funeral that was sparse in attendance, reflecting the fact that not only was he mysterious, a hermit, but a killer. As you know, these types are buried without fanfare. Second, if corpses were going to be telekinetically mobile, they would hover, dragging their feet. The filmmakers could have gone for the schlock walking, groaning, arms out-stretched zombies, but opted for what would be believable. Kudos! The buzzing electrical discharge from Ramar's eyes at his 'throne coffin' (like he's overseeing his kingdom of dead), cast an eerie magenta light in the mausoleum that will stay with you for years! If you've ever gone to a mausoleum, even on a sunny day, you will notice that they have their own rosetta lighting caused by stained glass windows. Don't get me started on the cavernous silence. Even Ramar himself looked like someone who could pass as an eccentric, perverted old man. The score was one-of-a-kind and memorable, and I keep kicking myself for not getting it on cassette when it first came out. The track shooting was done where it was supposed to be. I especially liked the carefully-planned characteristics of each corpse: the bride, the badly decomposed child still holding its teddy bear, the grandmother, the tall thin black guy, and the half-faced World War II vet, and the green-slimed eyed elderly gent who was the first to greet the 'Sisters' clique initiators. Even corpses can be good actors, I suppose. The only thing I had to groan about was the arm that came out of one of the vaults and choke Julie's boyfriend couldn't possibly be done unless a corpse was put in laying on it's stomach and feet first, but why? It looked a little to fresh too.<br /><br />The film begins eerie, with us never seeing Ramar's face (until the last quarter of the film, which is like unwrapping a birthday present) as he is picking up teen girl runaways in his daughter's psychic flash. We then see coroners hauling his body away in his one bedroom apartment where we see he's experimented his telekinetic craft by phasing dishes into his wall. The rest does drag as the Heathers-like 'Sisters' group baits Julie into a final initiation by spending the night inside the mausoleum, but it is a well-placed build up to the unleashing horror later. The movie isn't bloody in any sense of the word. The goriest part is when Ramar's daughter uses a compact mirror to feed his power back to him, and he bubbles then melts. I've always felt that a power like Ramar's could never die and a sequel could be worth looking into. I can see it now: One Dark Night II: Turning In The Grave. But let's face it-The film stands alone. I heard the film had other titles, but the original fits.<br /><br />A remake would be pointless. But if there were to be one, I would write better dialog, and lengthen some scenes such as show the studies on Ramar's abilities done in the lab instead of hearing about it on a tape recorder. In this information age, something like that would be well documented on DVD. And more corpses! Why just raise the ones in the mausoleum when Ramar's power could spread to the graveyard too? Let's just say I'd hate to be one of the persons who had to clean up the mess at the end of the climax; something that too can be shown. I think having one of the initiating Sisters recognize one of the corpses as a relative would have added some good if disturbing character. With CG effects, some awesome scenes with Ramar animating cremated remains would be off the wall! <br /><br />Say what you will about,'One Dark Night' but it has it all. So see at least once in your life...or death!"
"5316_2"	"Get Shorty was an excellent film. It was funny and had the perfect balance of highly comical acting and a serious plot. Be Cool is like some cheap knock-off trying to pass for a sequel. John Travolta as Chili Palmer seems to have forgotten that he was ever in the mob. He plays it like he's a bored movie exec, rather than a bored movie exec who used to be a Shylock. Uma Thurman, great in nearly every role she's ever played, comes off as strained and confusing. Is she supposed to be ditzy or clever? The chemistry between her and Travolta is strained and uncomfortable. Other than that, just add every movie cliché you can think of. A well-educated rap producer by Cedric the Entertainer, an inept gangster wannabe in Andre 3000, the girl with heart, soul, and a good set of pipes in Christina Milian, a gimmicky black dude wannabe in Vince Vaughn, and a stupid celebrity cameo by Stephen Tyler. The only funny part was the Rock, who invents his own new cliché as a gay Samoan bodyguard actor wannabe. Probably the biggest crime is the plot: IT MAKES NO SENSE. Get Shorty was clever with Chili playing one group against another and coming out on top. But this film tries that with about a million different characters. And even Chili doesn't seem to know what's going on. Fans of Get Shorty be warned: this is a very different, very worse movie."
"12204_2"	"Did someone find the plot somewhere in the film?. Perhaps it is the thing missing in this pretentious exercise of cinema about cinema. It is quite surprising that Gordon says that \"A movie without a plot is nothing\"... It is possible that characters have more to say that the own Wim Wenders. Was this phrase in the original plot or the actor decided to send a hint to the director?."
"2186_10"	"I saw this play on Showtime some years back in the comfort of my home and when the final note was struck, I wanted to jump off the sofa and give the production a standing ovation. As it was, I shed a tear that it was such a bunch of fantastic performances and songs. For my birthday, my kids bought me the VHS version as well as the Cd of the play with Len Cariou in the Sweeny Todd Role. <br /><br />I've shared the play with many...some finding the subject a bit sick, but none having anything but praise for the songs.<br /><br />I've always loved the interplay in songs with Angela Lansbury and George Hearn as well as Hearn and Edmund Lyndeck as Judge Turpin.<br /><br />I must own the DVD."
"5568_1"	"Really!Here the French cinema hits rock bottom ,and compared to it, the least appealing of the American adolescent horror movies,the likes of \"Friday the thirteenth\" \"Freddy\" and co are masterpieces of the seventh art.<br /><br />It's all the more infuriating as there were exciting original elements :the forêt de Brocéliande and its legends ,the druids and King Arthur ,all were splendid assets for a dreamlike fantasy and horror film.Alas! Filmed ,as an user aptly pointed out in a fake forest,near Paris ,the movie is fake horror,fake Celtic history,fake vestiges -you should see the professor (Wilms who was a wonderful M.Le Quesnoy in \"la vie est un long fleuve tranquille) scream for the \"invaluable scrap\" -which the production probably bought in a dime store-fake characters ,fake excavations...<br /><br />The boys disguised as druids are unintentionally very funny ;so are the girls who seem to be experts in martial arts.And what can we say of the professors? of the monster? A ten year old would write a better screenplay than this grotesque farce.To think that people can spend money for such drivel when artists are still waiting for a producer!<br /><br />Word to the wise:Maurice Leblanc wrote a marvelous story dealing with druids and old ceremonies in his Arsene Lupin saga called \"l'île aux trente cercueils\" .A miniseries was made 30 years ago.Avoid this \"Broceliande\" garbage and try to see it instead."
"11080_1"	"Sometimes you ignore that little voice in your head that says \"stay away from this movie\". We should all pay more attention to that little voice. This may be the worst movie I've ever had the non-pleasure of sitting through, or it may be the best reason to remember that your DVD player has a fast-forward button. Made on a budget somewhere in the vicinity of $1.99, \"The Cavern\" is obviously a quick cheapie made to piggyback on the current bunch of scary cave-lots of darkness-claustrophobic spelunkers-unknown menace flicks like \"The Cave\" and \"The Descent\". A few years back there was similar rash of look-alike movies that used sea-going vessels instead of caves. All had scary boats/submarines-lots of darkness-claustrophobic adventurers-unknown menaces...same old same old. \"The Cavern\" is really \"The Blair Witch Project\" only this time we're lost under the earth and not lost on top of it. Throw in a flashlight with failing batteries, a cow skull with fangs glued on it for a monster, and one of the stupidest \"twist\" climaxes ever put on film. That being said, let me urge you to listen to me, the little voice in your head. I'm your friend. I want you to have a happy life. Stay away from this movie."
"228_1"	"The first few minutes showing the cold and crusty the Willis character were pretty enjoyable, especially with Jean Smart, but it really tanked after that. This is just hackneyed big man and little irritating kid stuff from way back with no innovation at all. I know that the casting probably picked this kid to show that Willis was just as irritating in his younger self, but I found this kid ESPECIALLY irritating and whinney."
"7795_1"	"\"Marathon\" has a very interesting premise, excellent ambient sounds, and good scenery. Unfortunately, the movie, aside from these aspects, falls flat on its face. For a woman trying to complete so many crossword puzzles in a day, she spends an awful lot of time standing around, sulking, and not doing puzzles. I believe there is more walking shown in the movie than her work on these puzzles. Also, while I understand the point of showing so much scenery, there is simply FAR too much of it. The movie is incredibly boring and unfocused. It's not worth buying, renting, watching on television, or viewing in any conceivable way. I lost interest so quickly that I'm not sure why I sat through the entire film in the first place."
"4886_3"	"From the late teens to the 1920s, Stan Laurel was a solo act in films. During this time period, Laurel was definitely NOT among the upper echelons of talent and his humor isn't nearly as good as contemporaries such as Lloyd or Keaton. However, for second-tier short comedies, he did create a decent niche. As far as the quality of the films go, they varied wildly. Some, such as DR. PYCKLE AND MR. PRYDE, were terrific, whereas most were of average to below average in quality.<br /><br />FROZEN HEARTS is an odd film. Like many of the films he made for Hal Roach and distributed by Pathé during this period, the costumes were absolutely first-rate and the film looked very nice. However, despite this and having support from the likes of James Finlayson, one thing they forgot to include in this film was humor. None of the jokes seem to work and the film looks almost like a drama, not a comedy. Only the really silly intertitle cards betray the type film it's supposed to be.<br /><br />My advice is try to see all his Laurel and Hardy films and then see the solo films. In addition to DR. PYCKLE, try seeing THE SOILERS and MUD AND SAND--two of his more tolerable solo shorts."
"11547_9"	"This film is an excellent teaching tool as a pre-study of \"To Kill a Mockingbird.\" In conjunction with a study of the novel itself, \"...Caged Bird...\" can be used as an independent literary study or as an introduction to TKM."
"7494_2"	"Maybe it's unfair to dislike a movie for what it isn't, rather than what it is, but I approached this hoping that finally a filmmaker would make a movie about small-town rural gay men and women. Instead, the focus is primarily on the outrageous bigotry (big news!) of the locals (and those in outlying areas) and the really gruesome torture/murder of a young gay man.<br /><br />So much time devoted to stupid people squawking about AIDS, sin, hellfire, and perverts. So much time devoted to the ghoulish preacher ranting about the Bible and gay people getting what they deserve.<br /><br />I wanted to see more of the people that came to the \"small town gay bar\", not those who opposed it. In addition, the young man who was murdered isn't even from this town.<br /><br />The whole movie works as a warning rather than a celebration, and it's very suspect."
"5466_2"	"Sure, I like some indie films. A lot, actually. I don't always understand them, and that's okay. Not all of them were meant to be understood, especially by mainly main-stream people like me. I'm probably showing my ignorance, but I'm still puzzled why 'Book of Revelation' is called that. I love those end-of-world stories and the only thing I could see similar to the end of the world and this film was the torture it took to get through this. I'm not talking about the subject matter; perhaps I've been subdued from all the other torture/porn I've seen. It was just the incredibly slow story, one hour 15 minute material stretched for nearly two hours. (Major spoilers lie ahead) Hetero-man dancer gets abducted, seduced and raped six ways from Sunday, or in this case 12 days, by three hooded women. Upon his release, after his somewhat distraught dancer/girlfriend barely flinches (other than dropping a glass) after wondering which she missed more: him or the cigarettes she originally sent him for upon abduction. Still in a state of reasonable shock, he refuses to talk, and she goes on to work without so much a hug as if nothing happened and he takes a well needed shower. Problem. As much as he's tormented through the flashbacks to his, uh, \"attacks,\" he's as equally aroused. Granted, I haven't been bound and used as a plaything, but I doubt I would really \"be in the mood.\" Oh, I forgot, and how does he try and solve this crime? Sleep with as many women as he can to try and spot the birthmarks or tats the criminals had. I see where they're going with it  show a gang rape from the male POV. Fine, twist notwithstanding, you could never feel for this guy. Only saving grace was the good acting of the LifetimeTV Dancer/Cancer Instructor. But even she couldn't save the film."
"3655_8"	"On one level, Hari Om is a film using a familiar genre - the road movie - to tell a familiar story: curious Westerner explores the mysterious East. But at its heart, the film is about two people, a young French beauty (Isa) bent on experiencing life to the fullest and a motorized rickshaw driver (Hari Om) with Bollywood aspirations, from vastly different cultures, their slowly growing attraction for each other, and the beautiful mad chaos that is India today. The gap between them can never be bridged, but the director succeeds in bringing the two as close to the brink of an affair as possible without damaging the story's plausibility. India and its people are essential ingredients of the narrative, and except for the main characters, the roles are played beautifully and persuasively by locals recruited during the film's production while on the road between the Indian towns and villages that form the film's setting. One major negative for this viewer: a Keystone Kops chase near the film's conclusion as Hari flees mobsters bent on collecting a gambling debt. But the closing scenes where Isa and Hari bid farewell are poignant and unforgettable."
"4790_1"	"Other than cop rock and that show where the kid dies from eating a spoiled hamburger he found under the bed, this has consistently been the worst and dumbest show to survive prime time. If not for Jason Lee's unjustifiable success in film, this show would have never made it out of conception if pitched with a relatively unknown as the lead. <br /><br />The concept is TERRIBLE. Moron redneck hick spends his lottery winnings to redeem himself with the white trash of his past. Is it funny? periodically but not consistently. Is it stupid? Each and every single episode. <br /><br />I've seen a lot of great shows come then go before their time yet this blunder has survived longer than I ever could have imagined. The dialog is incredibly unfunny as are the episode themes. Every episode for someone with an IQ over 100 is an absolute struggle. And the icing on the cake? Jason Lee's annoying voice narrating each episode. If it weren't for the state's Southern culture and rednecks of the south, this show wouldn't have an audience.<br /><br />If you're a moron and need a show completely lacking humor yet overflowing with bad taste, bad dialog and dimwit characters failing at life...well then you're probably an actor on this show."
"12370_10"	"This, unfortunately, is a little-known film.....i say \"unfortunately\", because it ranks up there with the \"classics\" of the American silent screen!<br /><br />It's about a legend of a \"phantom chariot\" that travells all over the world, picking up the souls of those who have died. The legend says tha the last person to die on New Year's Eve is condemned to drive the chariot for the next whole year.<br /><br />It brings to mind the sequence of the \"Ghost of Future Yet To Come\" in Dicken's famous \"Christmas Carol\".<br /><br />The double-exposure effects of the ghosts (esp. when they interact with the \"live\" people) are EXCELLENT! <br /><br />If you love silent films, you MUST see THIS; it will \"blow you away\"!<br /><br />Norm Vogel<br /><br />Norm's Old Movie Heaven http://www.nvogel.com/film/film.html"
"546_3"	"The 1935 version of \"Enchanted April\" manages to be simultaneously tedious<br /><br />and perfunctory. It is difficult to show the transformative magic of Italy shooting in a studio with only stereotypical Italian behavior to belabor. The transformation of the four strangers fleeing London is instantaneous in the cut from the first day to a week later. Rather than develop, the screenplay flips a switch and the<br /><br />characters are different.<br /><br />The husbands are boring enough in flashbacks without turning up, even if their presence does not drive the four women back into their shells and/or hostilities.<br /><br />Jessie Ralph has the most fun (moving instead of entirely chewing up the<br /><br />scenery) and Katharine Alexander has some poignant charm out of her<br /><br />husband's shadow (and away from his hideous droning). Ann Harding is<br /><br />unremarkable here (with the Production Code being enforced). She had an<br /><br />appropriate line in an earlier (pre-Code) movie, \"When Ladies Meet\": \"You're<br /><br />not worth a minute of one anxious hour that either one of us has given you,\" but in \"Enchanted April\" can only look hurt, rush out, and proclaim fealty to her errant husband."
"11818_8"	"The subject of children being terminally ill is difficult and saddening but 'The Cure' successfully portrays the idea that it doesn't have to be all doom and gloom and, if anything, children need to have hope and delight in their lives if they are to find peace before the end. It is also a film of remarkable bonds of friendship and the innocence of childhood.<br /><br />The film sees Erik, a dysfunctional adolescent boy with a distant mother, moving into a new area where their next-door neighbour is eleven-year-old Dexter, who contracted AIDS through a blood transfusion. After his initial fears and ignorance over AIDS are allayed, Erik befriends Dexter and their almost fraternal friendship sees them embark on a journey down the Mississippi to where they have heard about a New Orleans doctor who claims to have found a cure for the disease.<br /><br />The talent from the two young leads of Brad Renfro and Joseph Mazzello, who play Erik and Dexter respectively, is exceptional. Brad was able to portray Erik's harder edge without comprising the subtle childish innocence inherent to the character while Joseph depicts the sense of vulnerability to Dexter's character but injects the right amount of boyish enthusiasm and zeal to highlight that his illness doesn't mean he still isn't a child who wants to run and play like any other eleven-year-old boy. The pair's interactions create a feel in the audience that these are two boys who are genuinely close and they carry the film well. Annabella Sciorra also delivers a touching performance as Dexter's mother Linda, who adores her son and delights in seeing him thrive with this new friendship to Erik and eventually becomes a surrogate mother-figure to the other boy.<br /><br />Set against an excellent soundtrack, 'The Cure' is a very bittersweet film that manages to flawlessly weave the story of boyhood friendship that survives unflinchingly in the midst of prejudice and terminal illness without resorting to sappiness or unnecessary saccharine sweet scenes. A very interesting reflection in the film is that is it the adults who have the problem with Dexter's AIDS status whereas the children, even the 'bullies', come to accept him as they would any other. What is also very touching is how, despite Erik's streetwise nature, he is the more naive one in his determination to cure Dexter while the younger boy has this haunting sense that he knows his fate but is swept away by his best friend's enthusiasm for a cure.<br /><br />I highly recommend 'The Cure' for it is rare to find a film that is simultaneously sad and uplifting."
"9426_7"	"Since others have complained about putting Sherlock Holmes into a contemporary setting, I won't do that. Basil Rathbone could have fit in in any era with that voice, that savoir faire. This is a nicely put together mystery based loosely on \"The Dancing Men,\" one of the best of Conan-Doyle's stories. Instead of the original plot, it makes the men part of a Nazi plot. Holmes becomes a spokesman for the British war effort. His adversary is Moriarity, who seems to die frequently enough to rival the central figure in the Friday 13th films. He is certainly creative, but the Rathbone Holmes is unflappable. Watson is just along for the ride in this one. He isn't given much stupidity to spout in this film and that's a real plus. The plot is complex enough to keep ones interest. There is a concluding speech that is almost a parody of itself. But then I can't be critical of a time and nation that was under great duress. If they needed to call in Holmes, so be it."
"1524_3"	"I loved all the other Don Knotts movies, but I never heard much about \"How To Frame A Fig\" and now I know why: I can't think of anyone who would find it enjoyable. This movie seems to appeal to 9 or 10 year olds, but even most of them would give this a thumbs down. At best there are brief moments of mild amusement, mostly from Don Knotts playing the same nervous, underdog persona that made him famous.<br /><br />After the movie finally finished I was curious if my teenager could pick up on this movie's fatal flaw. We were in complete agreement: the Prentiss Gates sidekick character was even dumber than the Don Knotts character.<br /><br />Be happy that Mr. Limpet, Reluctant Astronaut, Shakiest Gun and Mr. Chicken movies are around to enjoy."
"6486_3"	"An interesting premise, and Billy Drago is always good as a dangerous nut-bag (side note: I'd love to see Drago, Stephen McHattie and Lance Hendrikson in a flick together; talk about raging cheekbones!). The soundtrack wasn't terrible, either.<br /><br />But the acting--even that of such professionals as Drago and Debbie Rochon--was terrible, the directing worse (perhaps contributory to the former), the dialog chimp-like, and the camera work, barely tolerable. Still, it was the SETS that got a big \"10\" on my \"oy-vey\" scale. I don't know where this was filmed, but were I to hazard a guess, it would be either an open-air museum, or one of those re-enactment villages, where everything is just a bit too well-kept to do more than suggest the \"real Old West\". Okay, so it was shot on a college kid's budget. That said, I could have forgiven one or two of the aforementioned faults. But taken all together, and being generous, I could not see giving it more than three stars."
"5288_3"	"Dr. Chopper starts shortly after teenager Nicholas' (Robert Adamson) mum has died, he is still cut up about it but every cloud has a silver lining & in this case it appears that his mum owns a log cabin at Lake Tatonka the self proclaimed 'friendly place for happy people' that she didn't tell him about. So Nicholas together with his girlfriend Jessica (Chelsey Crisp) & three friends, Jimmy (Butch Hansen), Reese (Chase Hoyt) & Tamara (Ashley McCarthy) head out there for a fun weekend. Unfortunately things don't go according to plan, the cabin turns out to be little more than a run down shed & their neighbours turn out to be Dr. Chopper (Ed Brigadier) & his two nurses who go around killing anyone they meet to use them in horrible experiments...<br /><br />Going straight-to-video/DVD Dr. Chopper was edited & directed by Lewis Schoenburn & this film seems to be having a hard time here on the IMDb with some pretty harsh reviews, while I think Dr. Chopper as a horror film is pretty worthless I don't think some of the criticism I've read is entirely justified. The script which takes itself very seriously is credited to Ian Holt (whether he likes it or not...) who has a role in the film as Detective Crocker according to the IMDb cast list although I can't remember any character of that name, maybe he was one of the cops at the start? Anyway, the basic story is alright I suppose although it's a tad dull & lasts for too long, it's typical slasher fare with some sort of evil character running around bumping off our annoying American teen cast, you know the drill by now. Besides some brief & undeveloped nonsense about Dr. Chopper using body parts to replenish his own deteriorating body there's not much story here & the script seems to exist solely to invent situations for girls to take their tops off, there's the inevitable sex scenes, there's a sequence where some girls have to complete a sorority house initiation topless & there's even a couple of lesbians here as well one of whom is seen without her full compliment of clothing. Oh, & when I say topless I mean they aren't wearing any tops but they all keep their bras on so you may want to bear in mind there isn't any actual full frontal nudity in Dr. Chopper at all. So there you have it really, it's an average story that has a mildly surprising twist at the end which is wasted, is populated with poor clichéd dumb character's that exist only to showcase some cheap gore scenes & girls in bras. To be honest I expect a little bit more from my films but then again maybe I'm just being picky.<br /><br />Director Schoenburn does OK actually, this is by no means the worst looking film I've seen although it still looks cheap. There's no style here, I didn't think it was scary & there's no atmosphere either. The gore is restrained & restricted to some dead bodies & severed limbs, there's nothing new here or any particularly convincing special effects. Dr. Chopper is also one of those films where character decisions & motivations are ridiculous.<br /><br />Technically this is a little rough around the edges but is reasonably well made on what was probably a really low budget, the forest locations are suitably isolated although the cops office looks like someones front room & the two nurses outfits at the start look like stripper outfits. The acting is alright, it could have better but I've certainly seen worse.<br /><br />Dr. Chopper indeed features a doctor who rides around on a chopper motorbike but unfortunately that just isn't enough to satisfy me, despite it being a reasonably competent production the lack of any real gore, nudity or a decent plot sinks it without trace."
