id	sentiment	review
"1279_3"	0	"Three tales are told in this film, that seemed to have been shot without knowledge of this being a combined vignette film. The makers relate the three vignettes by having them all connected to shrink Martin Kove, although you never see some of the leads with Kove.<br /><br />The first vignette has sexy Vivian Schilling, a woman afraid of everything under the sun(she makes Adrian Monk look brave), having a paranoia laced evening at home alone. You will literally scream at Vivian for doing some ridiculous things. She spends the majority of her time in a nighty which shows off her amazing features. But her film is the worst if not the most nail-biting.<br /><br />The second vignette is owned by Bill Paxton as he portrays the roommate from Hell. His geeky roommate allows him to take complete advantage of him, and Bill does so whenever he can.<br /><br />The last vignette was funny as a man fears that death will take him at any moment, much like his pal who choked to death on an olive.<br /><br />Not very interesting, as the movie as a whole seems chopped together with very little thought involved. A must for Bill Paxton fans."
"3916_8"	1	"This is one of the best films we watched in my high school Spanish class. If you are a fan of the opera, this film will strongly entertain you. Of course, the dancing is wonderful. Watching these amazing dancers moving to the music of Bizet is well worth checking out."
"9434_2"	0	"Banned as a 'Video Nasty' in the UK, Unhinged has naturally gained quite a bit of notoriety. However, the most shocking thing I found about the film was its amateurishness in all departments. The bloodletting I could handle: the terrible acting, shoddy editing, awful direction, lousy script and abysmal soundtrack were much harder to take.<br /><br />Three girls on their way to a music festival crash into a ravine during a storm. They are rescued by a friendly stranger who takes them to a nearby house. The owner of the house, a batty old lady, and her spinster daughter, welcome the girls in, allowing them to stay for a few days in order to recuperate. However, someone doesn't want the girls to leaveever! One by one they fall victim to an unseen assailant.<br /><br />Taking a long time to get going and featuring some of the worst performances ever in a horror film (and that takes some doing), Unhinged is a truly awful film. The music is a total mess (it sounds like a three year old has been let loose on a synthesiser) and as such, it complements the movie perfectly. Only a couple of bloody scenes towards the end and a bit of gratuitous nudity save Unhinged from getting the lowest possible score.<br /><br />If you are a horror completist (and unfortunately, I am), you will want to see this in order to tick it off the Video Nasty watch-list. But be warnedit is really, really bad."
"3234_4"	0	"Well, how do you even rate a movie such as this one? Does it even have cinematic value really? It's a movie that tries to get as close to being a snuff movie as possible. Basically the entire movie is purely a bunch of guys torturing a young girl. Not very appealing and on top of that also not that realistic really.<br /><br />It's obvious that the movie tried to be as realistic and shocking as possible. However the movie is just all too fake for that to work out as intended. The slapping and stumping is all soft and fake looking, as well as sounding. They are often just kicking into the floor, rather than into the girl, obviously. Also the way the girl responds to all the torments is pretty tame. I mean if this was real, surely she would had screamed it out. There is more moaning than screaming in this one though.<br /><br />The movie is obviously low budget and it's a valor attempt at trying to achieve something shocking and realistic as well as original and provoking, with very limited resources. Don't really think this movie made much impact though at the time it got released, though it must had done something well, since a total of six sequels got released after this one.<br /><br />Fans of shock and gore will most likely be disappointed by this movie, though there are still some fetish people out there who will get a kick out of this movie.<br /><br />4/10"
"7641_10"	1	"Everyone plays their part pretty well in this \"little nice movie\". Belushi gets the chance to live part of his life differently, but ends up realizing that what he had was going to be just as good or maybe even better. The movie shows us that we ought to take advantage of the opportunities we have, not the ones we do not or cannot have. If U can get this movie on video for around $10, it´d be an investment!"
"11384_2"	0	"From around the time Europe began fighting World War II, until the war's end, Hollywood (with significant prodding from the government) made tons of movies which were designed to try and get young men to enlist in the Army, by making the life of a serviceman appear \"cool.\" This is by far the sloppiest, implying that the life of a soldier is devoid of work, you get the best food, and you get to lie around all day listening to Ann Miller on the radio. I am far too young to have participated in WWII, but I think that there was more to it than that. There is the barest cat's whisker of a plot, and a bunch of musical numbers featuring some of the day's leading acts.<br /><br />I think that by 1943, even the most naive of civvies knew that there was more going on overseas than the wacky hijinks portrayed in this movie. While I am sure that it was meant to be viewed as escapist entertainment, I can't help but wonder if the family and loved ones of men fighting in the war, were amused or repulsed by this trivialization of their loved ones' sacrifice."
"1615_2"	0	"Same old same old about Che. It completely ignored the really interesting facts of Che's true character. Sodeberg redid the same boring narrative of Che. The silly seductive tale of an Argentinean rich-boy who was so shocked by poverty he became a Robin Hood fighting alongside the poor, until eventually he was murdered by the CIA. Yeah, yeah, heard it all before, BORING AND UNTRUE!. The reality of Che Guevara is very different and far more explosive! The facts show that he was a totalitarian with a messiah streak, who openly wanted to impose Maoist tyranny on the world. He was so fanatical that at the hottest moment in the Cold War, he even begged the Soviet Union to nuke New York, Washington or Los Angeles and bring about the end of the world. CHe urged Khrushchev to launch a nuclear strike against US cities. For the rest of his life, he declared that if his finger had been on the button, he would have pushed it. When Khrushchev backed down and literally saved the world, Che was furious at the \"betrayal\". If Che's recommendations had been followed, you would not be reading this review now. How a homicidal maniac became a pop icon would have made a much more interesting film. Incredible that no filmmaker has been daring enough to show the real side of Che and his posthumous media transformation. THAT WOULD MAKE AN Oscar WINNING FILM! I thought making independent film meant taking REAL RISKS and being GROUNDBRAKING! They only stick to \"safe counterculture themes\", to wit, \"Che cool\", \"Wall Street bad\", \"Republican= Nazi\", \"Bush ex Hitler\", \"NRA is worse than KGB\", \"Christians are fanatics and stupid\", etc...ad nauseum. Oooh, how daring, how mind blowing. Tres anti-mainstream and edgy. I wish they would have some real cojones and tackle the Independent Film Oligarchy! That would be truly daring!"
"11176_1"	0	"Saw this movie in an early preview, and I cannot stress enough how bad I thought this film was. From the very beginning, the audience was groaning over Pacino's awful southern accent. Poor Al looked really, really haggard, and I can't decide whether this was purposely part of his role as a drug addicted publicist, or perhaps he just didn't get any sleep before coming to the set. Much worse than Pacino's close ups, however, is the wretched excuse for a plot. Early in the film we are given indications that Pacino's character is gay, and I suspect that is what the screenwriter had originally intended. Later, however, we are supposed to suspend our incredulity and believe that both Tea Leoni and Kim Basinger (both of whom are sleepwalking through lame roles) lust after this elderly, half dead looking, effeminate man with the ridiculous accent. The worst part overall was the main plot thread, which had to do with some corporate espionage that is never fully explained and we never, ever care about in the slightest. Because this was a preview I will reserve my final judgment, because of the possibility of re-shoots and editing, but you can bet I will not pay a cent to see this in theaters."
"11934_8"	1	"At first you think another Disney movie, it might be good, but it's a kids movie. But when you watch it, you can't help but enjoy it. All ages will love this movie. I first saw this movie when I was 10 and now 8 years later I still love it! Danny Glover is superb and could not play the part any better. Christopher Lloyd is hilarious and is perfect for the part. Tony Danza is so believable as Mel Clark. You can't help, but to enjoy this movie! I give it a 10/10!"
"5102_3"	0	"Nicole Eggert was listed as the star of this, despite Micheal Dorn & Stacey Keach being much bigger stars than her.<br /><br />Basically this is a bit of a spin on the \"Alien lands on Earth\" film. Eggert plays the girl who feels sorry for an Alien being chased by the military and takes in the runaway creature in her very sexy disguise. A bit of nudity and partial nudity, a pointless sex scene all feature along the way.<br /><br />The film stumbles through a few obvious set-pieces and running jokes about being shown photographs. I quite liked the Star Trek jokes when Micheal Dorn had been taken over and he got a really cool death scene.<br /><br />It was fairly obvious that Stacey Keach was going to be taken over and the film had quite a weak ending, it would have been nice to show exactly what kind of talent the Alien passed to Eggert."
"6145_4"	0	"Although I had seen \"Gymkata\" in a theater way back in '85, I couldn't remember anything of the plot except for vague images of Kurt Thomas running and fighting against a backdrop of stone walls and disappointment regarding the ending.<br /><br />After reading some of the other reviews I picked up a copy of the newly released DVD to once again enter the world of Gymkata.<br /><br />It turns out this is one of those films produced during the '80s that would go directly to video today. The film stars champion gymnast Kurt Thomas as Jonathan Cabot, recruited out of the blue to infiltrate the nation of \"Parmistan\" to enter and hopefully win \"The Game,\" a suicidal bloodsport sponsored by the Khan who encourages his people by yelling what sounds like \"Yak Power.\" The goal of the mission involves the Star Wars defense system. Jonathan is trained in the martial arts by Princess Rubali, who never speaks or leaves the house. Once trained tries to blend in with the locals by wearing a bright red sweater with dashes of blue and white. Needless to say Cabot finds himself running and fighting for his life along the stone streets of Parmistan, on his way to a date with destiny, and the Game.<br /><br />Star, Kurt Thomas was ill served by director Robert Clouse, who it looks like was never on the set. The so called script is just this side of incompetent. See other reviews for the many howlers throughout. The town of crazies has a few good moments, but is ultimately ruined by bad editing. The ending...meh. Still there's the germ of a good action adventure here. A Hong Kong version with more visceral action and faster pace might even be pretty good."
"4817_10"	1	"The Young Victoria is a beautiful film and has presented Queen Victoria in a different light to what everyone thinks about her. The films wipes away the \"I am not amused\" impression of Queen Victoria and shows she was a cheerful young woman.<br /><br />As I love history, particularly Victorian history, you can imagine my reaction when i first saw this film advertised, i was so so so excited and counted down the days until it came to the cinemas. I was a little worried that it wouldn't be historically accurate, but it was and I loved it. I found out new facts about Queen Victoria that didn't know before and it interested me greatly.<br /><br />Queen Victoria in many lights was one of our all time greatest Monarchs, and this film paints a picture of her real personality and what her life was like. She was treated so badly by her mothers adviser Sir John Conroy, because he wanted Britain to have a regency. This was what inspired Victoria to be a fantastic Queen, which she was! The romance between her and Albert was so deep and this was very well done by Emily Blunt and Rupert Friend, who were both brilliant! The Young Victoria is a heart felt love story but at the same time a great look into a major part of British History...I LOVE IT!!!!!!!!! 10/10 ... no doubt!"
"4205_8"	1	"Samuel Fuller is hardly one of America's great directors. I'm not sure he qualifies as one of Hollywood's great craftsmen. But he certainly ranks up there with the best of Hollywood's true professionals who were willing to march to their own music. During the time he worked for Hollywood studios, he knew how to take an assignment, shape the middling material handed to him and then turn it quickly and efficiently into something usually better than its parts...on time and on budget. Pickup on South Street is a case in point. On the surface it's one more of Hollywood's early Fifties' anti-Commie movies, complete with appeals to patriotism, a hard-boiled hero and a slimy (and copiously perspiring) bad guy. Fuller turns this bag of Hollywood clichés into a taut, exciting drama with any number of off-kilter twists. The hero, Skip McCoy, is a three-time loser, a petty crook with soft fingers who doesn't change his stripes until the very end. The girl in the caper, Candy, has a level of virtue that would be easy to step over if you're so inclined. One of the most appealing characters, Moe Williams, is a stoolie. And in an unusual approach to Hollywood's battle against Commies, the appeals to patriotism fall on deaf ears; the hero isn't motivated by anything so ennobling. He just wants payback for a personal reason, and winds up becoming...at least for now...a good guy. <br /><br />Plus, all the actors were mostly assigned to Fuller by the studio. He had to make do. Richard Widmark by now had established his presence as an actor and star, but Jean Peters is a surprise. She gives a fine portrait of a woman sexy and dumb, and no better than her boy friends...or her clients...want her to be. And Richard Kiley, who later would become a two- time Tony award winning star on Broadway, is convincingly slippery and cowardly. It's hard to remember that he was the actor who inflicted on us, I mean introduced to us, \"The Impossible Dream\" from Man of La Mancha, <br /><br />More than anything else, this tale of a pickpocket who picks a purse in a subway car and finds himself with microfilmed secrets instead of cash, pursued by the Feds and the Commies, moves straight ahead with great economy. The whole enterprise, with a classic noir look, only takes 80 minutes to tell. The dialogue, with Fuller as screenwriter, has that party corny, partly pungent hard-boiled pulp fiction style. \"That muffin you grifted...she's okay,\" one character says to Skip about Candy. Fuller moves us just fast enough from scene to scene to keep us hanging on what will come next. Then Fuller throws in the character of Moe Williams. All of a sudden the story ratchets up to a whole new level of interest, part comedy relief and part sad inevitability. <br /><br />The thing I like best about the movie is how the opening exemplifies Fuller's talents and strengths. In 2 minutes and 15 seconds, starting right after the credits, Fuller is able to instantly power up the movie, to establish for us what the story is about, and to show us what kind of characters -- Skip and Candy -- we're going to be involved with. And he does this with so much enticing curiosity in that hot, packed subway car that we can just about feel Fuller setting the hook to catch us. <br /><br />Says Glenn Erickson, in my opinion one of the best of movie critics, \"In what should be an inconsequential story, Sam Fuller defines his peculiar view of Americanism from the bottom up: stiff-necked, aggressive self-interest that when fully expressed recognizes what's wrong and what's right and isn't afraid to fight for it. As always in his work, the individuals who fight the hardest for their country are the ones least likely to benefit from the effort.\" He's right, and it makes for a movie still vivid after 55 years."
"10204_8"	1	"Although not the best Anime I have ever seen but I enjoyed Lady Death.<br /><br />I have never read the comic book and just saw this at the video store and decided to give it a chance.<br /><br />The animation was OK, I got the sense of the 80's anime from it which is what set it off for me. Why everyone else hates that is beyond me.<br /><br />Character development was fine. I like how they brought the transition from Hope to Lady Death around. for you who don't like it, obviously wasn't paying attention. Lucifer tells you how it happens, and she used his words.<br /><br />Creamtor was a nice mentor/soldier for her. his dark bruiting style was perfect for this kind of movie.<br /><br />I think everyone here who has bashed this needs to take another look at it and reconsider. cause everything people have bashed this can be said about everyones favorite anime Vampire Hunter D"
"12289_9"	1	"Before all, I'd like to point out that I have not read the book, so there was no chance I'd be disappointed in that aspect. The major flaw I spotted was historical detail, with several cars, trains, clothes, etc. I think don´t belong at that time.<br /><br />***Possible spoiler*****<br /><br />The technical aspect of the film is ok, nothing to brag about. But the acting, I think, was terrific. I don't have no experience in acting, still I can't believe how people can consider this terrible! Maybe they've only seen two movies (ever), and the other one must have been very good indeed!<br /><br />I specially liked Jeremy Irons, and really understood his character, someone who crawled up the social ladder with very hard work, then fights against those who would take his life's work from him, only he gets so involved in this fight, he doesn't realize reason is no longer at his side, and he ends up a beaten, disappointed man. Irons made this so believable, I sympathized with the character despite his brutality.<br /><br />After Jeremy Irons, Winona Ryder is also wonderful as a romantic young women, who is drawn into the revolutionary ideals by her boyfriend (Banderas, he had an under-developed part, I think), and Glenn Close was also very good. Meryl Streep had an average performance, it was not bad, just not up to the standards of the other actors. Watch out for Miguel Guilherme, a fine Portuguese actor, between so many stars.<br /><br />In contrast to today's movies, here only the interpretations, only people matter, but at the same time, it is not a pretensious film, too worried trying to be intellectual. The best proof I really liked it, I'm writing a review 7 years later."
"9427_1"	0	"When I rented \"Unhinged\", I was expecting a gore movie. The box even claimed that the movie had extreme scenes of violence that were cut from the theatrical release (I now have serious doubts about this being released in the theater). After finishing the movie, I wondered how it could even receive a video release.<br /><br />The plot is as follows: A group of three young women on a car trip crash their car into a tree. These women somehow manage to make their way to a mansion, which contains an extremely sexist woman. Beyond this point, the movie is mainly composed of useless scenes that are intended to make the movie long enough for release.<br /><br />One of the things that makes this movie awful is the acting. Lisa Munson, who plays the main character, looks as though she is reading her lines off cue cards. The others acting is bad, but not nearly as bad as hers. Another thing that makes this movie bad is the camera technique. Many shots are taken by cameras attached to the ceiling. This gets very annoying as the movie progresses. On top of all that, there is very little gore, which makes the box very misleading. <br /><br />Don't waste your time on this one. My rating: 1 out of 10"
"1610_10"	1	"I don't think that many films (especially comedies) have added memorable, quotable dialog like MOONSTRUCK. I won't illustrate it - you can see a remarkably long list of quotes on this thread - but any film that can make subjects like the defense of using expensive copper piping rather than brass for plumbing purposes into memorable dialog is amazing to me. It is not the only line that pops up and makes an imprint on our memory. How about a restaurant waiter who regrets a planned marriage proposal because it will mean the loss of an old bachelor client? Or a nice, elderly dog fancier encouraging his pack to howl at he moon? Or Perry (John Mahoney's) description of a female student's youthful promise as \"moonlight in a martini\" (my favorite line).<br /><br />MOONSTRUCK is a wonderful example of brilliant script, first rate direction, and a good ensemble cast that fits perfectly. There are other examples (the drama THE OX-BOW INCIDENT is another example, but a grimmer one). Cher, Olympia Dukakis, Vincent Gardenia, Nicholas Cage, John Mahoney, and Danny Aiello are all involved in plots and cross purposes that examine the nature of love, and how to handle it. Is it a good thing to be totally in love? Cher and Cage, at the end, seem to think so, but Dukakis knows that real love drives the individual crazy (and Cage gets a glimmer of realization of this too, when he and Cher argue outside his home after they return from the opera La Boheme). Is infidelity by men a way of avoiding thoughts of death. Dukakis believes so, and (oddly enough - although he is not totally convinced) Aiello. Chance reveals infidelity - Dukakis realizes early that Gardenia's odd behavior is tied to unfaithfulness, and Cher literally stumbles onto Gardenia and his girlfriend at the opera (but Gardenia also stumbles onto Cher's similar unfaithfulness to Aiello). But chance also causes misunderstandings: Fyodor Chaliapin stumbles on Dukakis walking with John Mahoney and thinks that she is having an affair.<br /><br />There are lovely little moments in the film too. Cher's observation about flowers leading to receiving one. Her hearing the argument in the liquor shop and it's resolution. But best is the sequence of Louis Guss and Julie Bovasso as Cher's uncle and aunt Raymond and Rita Cappomaggi and Rita's charming and kind comment to Raymond about the effect of the moonlight on him. It is the sweetest moment of the entire film.<br /><br />It is close to a flawless film. After seeing it over a dozen times in as many years I can only find two points that do not seem as smooth as they should be. When Cher is at Cage's bakery, his assistant Chrissy (Nada Despotovich) mentions how she is secretly in love with Cage, but has been afraid to tell him. Earlier she was slightly snippy towards Cher, who put her in her place quickly. Yet nothing seems done with this potential rivalry. At the same time, the fact that Cher forgets to deposit her uncle and aunt's daily business profits is brought in momentarily in the concluding seven minutes of the film - but just as quickly dropped. Was there supposed to be some plot lines that were dropped, besides one about Cher and Vincent Gardenia working at a homeless man's shelter as penance? It is a small annoyance, but I think it is just based on a desire to see more of this film because it is so very good."
"9479_10"	1	"Tian's remake is no good at all. I only click on his remake documentary to see Wei Wei, the original actress back in the classic 1948 film say a few words to the crew. We are going to meet Wei Wei this Sunday (28/3/2010) after the showing of Xiao Cheng Zhi Chun in the Hong Kong Film Archiev. Wei Wei is almost 90 years old in silver hair, her cameo appearance in Hong Kong films is always a surprise to her fans. In this year's Hong Kong Film Festival, a special program is dedicated to Fei Mu, director of this epic movie and Wei Wei's still shot from the movie is being seen all around in Hong Kong. My son, who turns 21 this year, is surprised Wei Wei was so beautiful then."
"3020_3"	0	"What of Domino did I hate over everything, and I mean everything, else? Perhaps it was the overall glorification of being a bounty hunter; maybe it was the sexism masquerading as an involving and interesting study of a hard bodied female lead character; maybe it was the mere look of the film with its bizarre yellow glow and distorted blue tints or the manner in which it takes an actress like Lucy Lui; who deserves a lot better than this junk; and has her sit there in the one spot in the room the light cannot directly hit with the same dumb look on her face. Maybe it's the editing; that horrid rapid fire editing and the manner in which lines of dialogue echo as they're uttered by people like Kiera Knightly who, if you buy as a bounty hunter, then you'll probably be able to kid yourself into believing the world will end in 2012.<br /><br />Nobody comes away from Domino with any sort credibility, absolutely nobody at all. It is a painful and misguided experience, taking inspiration from things like Natural Born Killers and letting loose ideas to an audience not even there for them. The principal question is: 'Was Domino supposed to be some kind of comedy?' what with its hilariously bad lead uttering certain lines that desperately want us to think she's coming across as 'tough' but really, she resembles more an arrogant fifteen year old girl on her first day at public school, attempting to impress her peers. There are things you genuinely don't know how to react to, whether they're supposed to be funny or not. If it is supposed to be a comedy, that begs the next question: 'Is the life of a bounty hunter really the sort worth exploiting for laughs?' I don't think so.<br /><br />The film opens with the title card 'Based on a true story........sort of.' If that's supposed to be some sort of post-modernist technique that enables director Tony Scott to bend and manipulate the story of Domino Harvey for his own unique purpose, then you're simply on another planet. Truth is, in that one opening quote the film identifies the subject matter and the original text before completely copping out and saying 'sort of' which I guess is supposed to enable them to make Domino older than she should be and appear on Jerry Springer. Following this, we learn of Domino's relationship with her father who died in the film when when she was ten or something; here is the first use of the 'sort of' cop out as in real life she was just four. But if the film had gone by reality's dates then her entire drive would've been born out of the death of........her goldfish.<br /><br />We are then thrust into action with Ed Mosbey (Rourke); Domino (Knightley) herself and would-be love interest Choco (Ramírez). During the scene, an American mother is pinned down via gunfire in her own caravan in the back end of nowhere as she pleads for her son's life to be spared. What a really misguided opening; presenting its three leads as nasty people who break into trailers, fire off weapons at innocents we don't know anything of and come close to shooting their pet dogs.<br /><br />The immediate feeling is of hatred toward the three leads, a feeling of 'No, why are you doing this? Why is this happening?' Bad seeds are planted and, wouldn't you know it, they stick. The film is painful to watch, excruciating even; as these three mug their way through the piece complete with supporting performances from actors known for playing characters in Beverly Hills 90210. Here is another daft post-modernist slant, people playing themselves and that 'sort of' Joker card being played again. Christopher Walken even pops up in a really stupid role that reeks of Robert Downey Jr's Natural Born Killers character.<br /><br />So as the film plods on and Domino is cast into Ed and Choco's gang, purely for her good looks I might add, it appears amidst the plot to do with fake driver's registration I.Ds or something that Choco and Domino may have feelings for one another. The problem is, as each performer is doing such a bad job in their respective character; there is no chemistry and no feeling between the two; the film isn't a love story so why even bother going down that road in the first place? Does anyone care about these two characters amidst all the fast edits and stuff blowing up? If there is any 'feeling' between Choco and Domino, it exists on such a small, tiny, minimalist scale that you have to ask why it's even included.<br /><br />So then the film feels the need to crank things up narrative-wise. We find out the reason for the fake I.Ds that are linked to someone else and a guy talks on a cell phone in a sound proof bubble. The sound proof bubble I can believe but how does he get his phone under the water and into the bubble in the first place without it becoming flooded? He must've swam really quickly  double the speed of the film's fasted edit which means something in the region of .01 of a second. Yeah, sure. The film's story becomes both too complicated and just plain arbitrary before resorting to a really dumb climax in which more stuff blows up. Plus, there's a really distasteful scene to do with a wall chart full of new ethnicities and the film's comedy runs SO dry, that it has to resort to the \"Jerry, Jerry!\" chant whilst people are on a popular American talk show. When did we last laugh at \"Jerry! Jerry!\"? when we were, say, seven years old? I came away feeling sad and depressed at such a film's existence."
"2020_2"	0	"This seems like two films: one a dreary, pretentious lengthy saga about an ac-tor who is taken over by the parts he plays; the other a brilliant social comment about a middle aged divorce who is picked up by a waitress. Shelley Winters is wonderful as a waitress with another business on the side. She drops heavy hints about the need for connections, her certificate in massage and her desire to get into the modelling game. I love the glimpse of her seedy flat with a kitchenette behind a curtain, and her terrible seducing outfit of navel-revealing, puff-sleeved crochet top.<br /><br />Do actors get Oscars for Shakespeare? We know they Oscars for impersonating disabled people, wearing a lot of prosthetics, or pretending to be mad. The Shakespearean scenes (which go ON and ON) are embarrassing and dated. And so are the 'going mad' scenes where Tony looks distracted while listening to his own voice-over.<br /><br />By the way, Anthony John is not aristocratic. He makes it quite clear in an early scene that he used to be a chorus boy. When he quotes his father's advice, he slips into a Cockney accent."
"1482_1"	0	"MAKE A 0 YOU SACKS OF German STAPLES! well, when i started to watch this sack of crud, it was a Sunday afternoon, and i was just looking for stuff on show time. I was introduced to a hot naked babe, and like any guy (im a guy, the e-mail is my sisters...) i was happy. But then they threw it all to the dogs, spit on it, lit it on fire, and peed it out. You wanna know how? THE DUMB CHICK TALKED! The dialog throughout the film was just horrible. sounded like something my 2nd grade bro could wright. The violence was nice for some scenes, but some was just totally moronic. The scene in the pit were he gives the guy the knife... dumb moron! To sum it up, this is pure cinema barf drenched in the chocolate syrup known as nudity, and topped with the cherry of horrible acting as only a porn star could deliver."
"8993_2"	0	"Back in the 70's, when I had first seen this, I was in high school. It was cool then. Now as an adult I look back at it and I say to myself..yeah right. What was so funny? It has it's moments but they are few and far between. It is so dated that the jokes no longer stand up. Show this to a younger crowd and they will be totally lost. If you like this type of humor you may want to stick with Kentucky Fried Movie or Amazon Women From The Moon. Tunnel Vision as well as Groove tube are too dated for today's viewing."
"7098_9"	1	"\"Twelve monkeys\"'s got all the elements to become Terry Gilliam's masterpiece. An outstanding screenplay, a sustained rhythm, clever sometimes ironic dialogs. Moreover, he had a good nose about the cast. \"Twelve monkeys\" is also the first movie where Bruce Willis stands back from the kind of character he used to play in his previous movies. Here, a jaded and hopeless character which you could nickname a prisoner took over from a fearless and invincible hero (as it was the case in \"Die hard\"). No matter how he tries, he's a prisoner of the time. The movie contains a very thrilling end too. It's got a real dramatic power. But this terrific movie is also a reflection about man, the dangers he dreads (notably, the ones that could cause the end of the world and here, these are virus that can create illnesses). No matter how long it will take, \"twelve monkeys\" will be estimated at its true value: one of the masterpieces made in the nineties."
"9140_10"	1	"I love this movie!!! Purple Rain came out the year I was born and it has had my heart since I can remember. Prince is so tight in this movie. I went to a special showing of Purple Rain last night and it was like a concert i was glad to see some true fans cause this movie is so undervalued, it is really one of the greatest movies of all time. The music is untouchable. The movie is about \"The Kid\", played by Prince, his family is dysfunctional, his band is the hottest act in town, and he has his eyes on the Apollonia, an aspiring singer. There is no question why purple is my favorite color I can thank \"The Kid\" for that. So if you have not seen this then you are need to asap. This is a classic - 4ever!"
"10415_2"	0	"2 stars out of a possible 10 - and that is being overly generous.<br /><br />I thought with a cast of James Woods, Cathy Bates, Randy Quaid, Lou Gossett, Jr., and Henry Thomas - how could it miss. I was wrong.<br /><br />I can only wonder what drugs Sam Shepard was on the week-end he cranked out this piece of dribble. I'd long suspected Sam S. of being kind of nuts, this film, based on his play, confirms it.<br /><br />This is the kind of artsy b.s. that actors LOVE to sink their teeth into as it gives them a chance to endlessly emote. However, for the viewer who sits through this nonsensical trash, there is absolutely NOTHING to love about this movie.<br /><br />You haven't seen dysfunctional families until you've seen this bunch. Pa is crazy, Ma is crazy, the son is crazy and the daughter is, oh yeah, crazy. They also have mouths on them that utter words that would make a sailor blush, especially the teenage daughter.<br /><br />In addition to the above, as if that weren't enough, the plot--and it's so thin you could read thorough it--has a hole in it the size of Alaska.<br /><br />Ma is conspiring to sell their rundown farm. As it turns out so is Pa. Now I don't claim to be a real estate expert, but the last time I checked, property jointly owned must have both of the owners signatures in order to be sold. If only one of them owned the property, then the other could not legally sell it, so it would be pointless for that person to do so. Mr. Shepherd prefers to ignore this basic fact, and therefore, his plot does not work.<br /><br />Not that anything else was really working anyway.<br /><br />The only possible reason anyone could have for watching this film is if they are absolutely desperate to see James Woods in full frontal nudity, and I can't imagine why anyone would want to."
"5080_2"	0	"This is a review of The Wizard, not to be confused with The Wiz, or Mr. Wizard. The Wizard is a late-eighties film about a seriously silent boy's ability to play video games and walk during the entire opening credits. The Wiz is an unnecessary update of The Wizard of Oz, and Mr. Wizard is that guy that attached 100 straws together and had some kid drink tang out of it.<br /><br />Now that we've gotten all that out of the way, let me say this: there's really no reason to see this movie. It's simply a 100 minute Nintendo commercial designed to capitalize on the Powerglove, the Legend of Zelda and Super Mario Brothers 3. I use the word \"designed\" in the loosest sense possible, because it seems like this movie was written over a weekend by a crack team of people who had never played Nintendo, and directed by a man with less sense of style than my grandmother. Maybe if the writer and director sat down and actually played some games together, they'd realize that they were about to film total rubbish and instead go to vocational school to learn how to install car stereos.<br /><br />I hope that this has been an enlightening experience for you. It sure hasn't been for me. In fact, I think I might have lost a few braincells in the act of watching this movie and writing about it. Next time you're at the video store and you see the The Wiz, The Wizard and The Wizard of Oz all sitting there on the shelf in a pretty little row, give them all a miss and play Duck Hunt instead."
